tce_period,tce_duration,tce_depth,tce_model_snr,tce_bin_oedp_stat,tce_impact,tce_prad,av_training_set
0.995182,2.27,8.555,10.47,0.004104,0.1006,0.227,AFP
0.99523,1.53,9.79,12.06,9.829e-05,0.7001,0.2621,AFP
276.883,2.836,1656.0,12.94,0.1188,0.3685,3.099,PC
5.42171,12.85,37.46,9.31,1.621,0.2596,0.7503,NTP
1.38895,2.348,39.37,7.074,1.37e-05,0.1,1.123,UNK
1.66916,4.113,34.93,6.143,1.086,0.4603,1.077,NTP
486.79,16.05,355.7,7.19,0.3826,0.6996,9.95,UNK
0.813974,0.9261,101.3,9.6,0.0001392,0.3,1.005,UNK
6.12654,15.43,28.47,12.22,28.54,0.004912,0.8785,UNK
0.948446,3.049,8.148,2.295,1.827e-11,0.9069,0.7352,UNK
0.720588,2.587,55.35,12.54,4.089e-07,0.04789,1.669,AFP
21.3783,21.64,82770.0,1457.0,0.0,0.3287,16.35,AFP
10.6887,6.439,263.1,14.01,19.02,0.01543,1.868,AFP
129.843,13.42,165.0,8.765,0.01231,0.3259,1.339,UNK
14.3195,3.552,218.3,11.98,0.01255,0.2381,1.323,PC
4.56202,2.742,85.65,22.18,0.1476,0.003287,1.327,PC
6.68236,3.357,54.62,12.42,1.882,0.08953,1.061,PC
2.40433,4.255,8794.0,395.5,14.93,1.0,300.2,UNK
0.806817,1.859,90.71,12.71,2.291e-05,0.7001,1.019,UNK
0.538794,1.345,123.3,15.03,7.885999999999999e-23,0.7,1.191,UNK
0.76012,2.0,508.9,-1.0,0.0,0.1,2.239,UNK
397.114,15.26,395.9,8.506,26.37,0.002318,4.939,UNK
9.0244,3.133,214.2,28.37,0.1051,0.6938,1.734,PC
17.3409,3.433,178.5,17.73,0.01573,0.7077,1.59,PC
3.76861,11.46,73.22,6.187,0.8142,0.5,1.152,NTP
1.28796,3.899,20.56,10.84,0.3132,0.2556,0.7578,AFP
3.73599,9.0,27160.0,-1.0,0.0,0.1,66.1,UNK
32.5473,6.862,166.3,9.539,0.604,0.5508,1.417,PC
6.63463,3.84,72.38,9.8,0.06539,0.6993,1.127,UNK
3.77231,12.12,13.14,7.421,0.6295,0.1379,0.6601,NTP
143.255,4.601,371.0,4.468,9.581,0.05046,3.373,NTP
0.690237,2.02,160.3,10.01,0.3442,0.9334,2.501,AFP
0.690271,2.333,163.8,11.84,0.0,0.9006,2.45,AFP
1.0064,3.514,23.38,6.82,0.0007453,0.005566,0.577,UNK
8.22241,2.709,1484.0,65.77,3.192,0.3921,2.341,PC
0.539914,1.133,90.09,18.1,0.0265,0.7593,0.7079,PC
64.0349,9.054,703.8,13.59,0.07388,0.9711,2.803,PC
4.64494,3.314,144.6,18.34,0.03595,0.7818,1.492,PC
1.01611,3.463,107.1,13.9,0.04814,0.3,1.522,AFP
1.01609,1.887,177.8,24.35,4.889e-06,0.9846,2.569,AFP
459.21,1.911,947.9,2.594,0.0,0.658,2.559,NTP
1.19183,6.089,15.76,9.448,3.494e-05,0.6405,0.3496,AFP
9.08591,1.504,2203.0,53.62,0.2085,0.5029,4.201,AFP
9.08605,7.728,238.7,10.57,0.8861,0.4773,1.373,AFP
0.909547,3.691,4.821,8.976,0.01421,0.6546,0.7675,NTP
1.17468,1.488,232.6,47.14,0.005051,0.1,1.742,AFP
3.78673,5.658,30.66,9.455,0.4489,0.3015,0.8335,AFP
0.946939,7.259,15.02,8.13,0.03423,0.01785,0.5781,NTP
3.59368,4.967,110.1,13.76,3.084,0.874,2.055,AFP
4.93913,0.9953,267.4,17.71,0.5084,0.5028,1.979,AFP
41.698,5.639,440.3,37.83,1.617,0.1389,2.034,PC
1.6326,3.034,13.77,10.28,0.1331,0.9742,1.649,AFP
1.1717,2.437,455.6,9.104,0.05761,0.988,4.379,UNK
1.5259,1.693,269.9,41.14,0.735,0.5058,3.578,AFP
1.7875,5.685,37.5,9.81,0.6999,0.3,0.6903,AFP
1.78762,4.105,32.7,9.579,0.03412,0.08062,0.6393,AFP
1.95849,3.854,158.3,8.284,0.3696,0.4897,1.07,NTP
1.3684,4.577,146.9,18.58,9.002e-09,0.9119,3.91,UNK
5.22578,3.625,313.6,8.191,0.571,0.6882,5.26,UNK
0.761764,2.087,147.3,7.846,0.0,0.1049,3.435,NTP
6.48163,3.873,292.9,99.85,0.8001,0.9127,2.709,PC
21.2226,6.693,371.3,82.64,0.6347,0.7971,2.821,PC
362.5,12.24,127.6,8.082,5.301,0.702,1.597,UNK
415.608,11.88,65.46,2.697,0.1887,0.7393,1.275,UNK
3.52617,10.86,28.95,6.458,0.05508,0.007455,1.08,NTP
0.530792,1.391,174.6,13.26,0.00153,0.3,2.182,UNK
0.599995,1.98,185.4,9.462,0.03304,0.5084,2.287,NTP
3.47341,3.361,597.7,9.109,0.0,0.9998,7.6,NTP
0.720586,2.569,55.01,13.05,5.557e-06,0.7,1.759,AFP
43.5428,3.573,5399.0,59.54,2.326,0.9421,13.69,PC
7.97091,1.331,465.0,18.22,0.3721,0.2409,1.755,PC
327.354,15.9,660.3,4.407,0.6072,0.899,2.48,NTP
1.48029,2.52,62.83,21.1,2.032,0.5333,1.028,AFP
14.5367,2.998,1010.0,29.42,0.00013,0.9761,37.01,AFP
0.938077,0.9126,136.8,22.55,0.00106,0.2952,19.77,UNK
27.6853,4.091,1375.0,38.39,0.5479,0.5679,2.459,AFP
1.08748,1.194,109.2,34.23,0.02735,0.9021,2.466,AFP
1.30663,1.779,75.57,10.34,0.3856,0.9002,1.853,AFP
0.615031,1.889,24.88,7.94,2.333e-05,0.7088,0.6078,UNK
0.566669,2.164,46.55,3.946,0.002818,0.4431,2.607,AFP
0.56666,2.343,89.66,7.809,0.006633,0.2257,3.52,AFP
1.38204,1.788,18.24,6.874,1.325e-06,0.3003,0.7491,UNK
0.825096,2.045,0.4754,0.07899,3.507e-11,0.9,0.2338,AFP
0.825059,1.091,53.2,6.491,0.4689,0.9937,3.173,AFP
2.94937,5.677,70.98,15.63,0.2872,0.1945,1.04,NTP
1.11928,3.854,9.15,10.2,0.02893,0.001884,0.9367,UNK
0.52176,1.885,198.6,13.93,8.076e-05,0.6998,2.251,UNK
3.13236,12.9,34.58,11.43,4.805,0.7809,0.786,AFP
3.13192,7.043,25.17,13.03,0.1003,0.488,0.6276,AFP
572.766,7.5,918.0,-1.0,0.0,0.1,95.49,NTP
0.539545,1.899,37.75,7.505,0.02094,0.8952,0.6538,UNK
4.33139,3.717,202000.0,12340.0,0.0,0.2873,38.96,UNK
0.802632,1.867,12.01,8.138,0.01247,0.3155,0.56,UNK
3.16034,3.002,35.27,9.477,0.000149,0.2998,0.9571,UNK
345.185,6.491,31470.0,674.6,0.9085,0.9393,25.67,UNK
4.06701,13.49,16.91,7.833,0.6709,0.8643,0.8427,AFP
4.06687,14.04,27.86,11.49,0.5952,0.5122,0.9949,AFP
509.14,15.78,216.6,3.586,0.09625,0.9487,55.94,UNK
3.2957,1.817,1792.0,124.2,0.5189,0.1104,2.882,PC
0.571362,2.152,52.0,14.47,0.0009174,0.2961,1.317,AFP
0.571366,2.189,40.99,13.16,0.2558,0.6848,1.226,AFP
1.1977,2.971,20.19,9.944,0.3843,0.4881,0.7451,UNK
5.46139,9.466,79.48,12.03,0.1247,0.9578,1.893,AFP
5.46152,9.237,84.51,12.33,1.323,0.9,1.832,AFP
0.591074,1.708,30.61,10.28,0.000258,0.2969,0.9827,AFP
0.591072,1.643,50.1,11.12,0.01878,0.2626,1.255,AFP
1.63268,4.543,5.939,8.959,0.7584,0.6283,0.8902,AFP
3.17062,2.702,15070.0,916.1,101.7,0.8553,14.67,AFP
3.17063,2.139,1048.0,97.38,0.3666,0.4977,3.442,AFP
7.72765,1.945,413.2,14.43,0.3418,0.2767,1.912,AFP
3.55404,5.757,0.8163,0.132,0.02816,0.9106,0.1209,NTP
1.77588,5.086,52.32,9.316,1.292,0.9295,0.9862,NTP
5.46269,3.224,4501.0,460.4,5.662e-05,0.9988,10.86,AFP
7.92626,14.96,106.5,13.32,0.4261,0.6832,1.284,AFP
7.92536,16.28,83.37,11.59,0.0225,0.7399,1.154,AFP
1.31963,2.112,73.34,13.67,6.895,0.04448,0.8858,AFP
7.7967,4.925,371.3,55.73,0.6534,0.8772,2.846,PC
358.924,14.43,104.4,4.47,0.0002726,0.7224,1.601,UNK
20.6577,8.217,96.58,11.72,0.06988,0.8758,1.032,PC
0.742001,1.451,371.5,19.02,0.0,0.5,1.091,UNK
395.772,4.894,153.2,4.994,0.00116,0.02627,2.111,UNK
1.11205,1.614,80.61,10.92,0.09064,0.702,0.8909,AFP
17.9798,5.874,474.1,49.19,2.476,0.8373,3.318,PC
0.795061,2.488,24.29,8.153,0.02756,0.9,1.403,AFP
0.950478,2.71,7.72,11.09,9.229e-09,0.548,0.9805,AFP
0.950471,2.941,6.735,11.1,0.00802,0.6919,0.9397,AFP
23.4775,7.268,146.8,15.16,0.0006007,0.4554,1.394,PC
0.868379,1.157,451.0,35.35,0.000674,0.7019,1.668,AFP
1.0424,3.466,33.13,15.39,0.002959,0.6986,0.7339,AFP
1.04243,2.266,20.19,10.04,0.0001188,0.9044,0.63,AFP
0.827365,1.615,204.4,13.93,9.179e-17,0.9,2.808,AFP
0.599547,2.245,182.7,12.03,1.603e-06,0.00714,2.322,UNK
1.30665,1.396,85.98,10.87,0.05062,0.2695,1.749,AFP
1.30665,1.413,90.74,11.93,5.087,0.5024,1.828,AFP
1.58748,2.5,284.9,-1.0,0.0,0.1,3.158,UNK
1.55858,5.133,10.34,11.66,0.0001816,0.5,0.9053,NTP
3.35029,11.96,16.96,11.28,4.679e-05,0.8324,1.148,NTP
4.61007,14.66,63.97,10.47,0.07791,0.5,1.431,AFP
4.60951,11.52,60.42,9.652,2.699,0.5371,1.397,AFP
8.10363,3.218,953.9,38.85,0.09616,0.7,2.413,PC
0.825136,2.746,74.07,12.73,0.1805,0.6915,2.686,AFP
6.36583,2.928,803.4,68.59,1.037,0.05061,2.394,PC
0.630838,2.347,6.604,10.05,1.951e-05,0.02637,0.5578,UNK
1.36139,4.617,46.1,9.392,0.01165,0.3,1.255,NTP
2.13707,3.5,451.9,10.88,0.02711,0.3,3.225,AFP
2.13701,3.0,584.6,-1.0,0.0,0.1,3.641,AFP
1.30084,2.105,41.57,6.554,0.0003963,0.1664,0.7441,UNK
34.1936,5.456,13810.0,1338.0,1.243,0.6544,22.23,AFP
1.07099,1.411,43.21,17.65,0.004318,0.3,0.9457,UNK
161.253,23.4,3398.0,78.39,22.6,0.865,5.452,AFP
161.264,47.41,1474.0,52.7,0.06882,0.906,3.705,AFP
4.79202,5.058,119200.0,5483.0,122000.0,0.915,118.3,UNK
12.5722,4.753,88.17,16.92,0.0255,0.3017,1.105,PC
70.752,6.132,898.7,21.38,3.189,0.9895,4.754,AFP
9.65349,3.147,1419.0,61.05,0.852,0.871,3.17,PC
5.31597,1.096,976.6,44.96,0.01566,0.2136,2.156,PC
1.49914,1.433,268.8,25.47,0.2487,0.484,1.165,PC
0.991628,2.109,61.85,10.73,0.169,0.06443,0.8084,PC
12.6937,14.93,94.98,14.51,0.0118,0.3255,0.8831,NTP
0.594193,1.987,31.31,12.71,1.138e-07,0.5,1.301,AFP
0.594176,1.725,28.24,8.55,0.0001504,0.4298,1.227,AFP
0.564519,3.015,32.7,9.109,0.0763,0.003027,0.4331,AFP
3.36381,6.12,84.33,9.056,0.8206,0.9095,2.641,UNK
3.13649,9.974,7.59,6.734,0.002224,0.8992,0.6732,UNK
0.683962,3.814,25.46,11.33,3.41e-07,0.6467,1.107,UNK
158.322,1.698,4562.0,33.69,0.5921,0.02359,3.758,PC
1.17996,1.411,989.0,253.5,1120.0,0.7015,9.085,AFP
2.62285,4.5,432700.0,-1.0,0.0,0.1,53.91,AFP
1.16196,3.971,123600.0,14150.0,0.0,0.6149,58.19,UNK
5.46269,4.048,1523.0,169.6,0.002166,0.9994,6.531,AFP
663.637,6.825,316.5,4.904,2.519,0.6324,1.661,NTP
1.65823,4.465,31.14,7.077,0.3013,0.4939,1.098,NTP
1.6823,5.554,16.92,6.561,0.7337,0.3364,0.483,UNK
2.15139,3.311,268000.0,17510.0,61.28,0.001145,66.2,AFP
2.15139,2.5,11340.0,-1.0,0.0,0.1,13.46,AFP
5.89506,16.53,62.51,11.56,0.3365,0.9218,0.8917,UNK
0.89639,1.274,136.6,13.84,1.56,0.5,1.017,PC
18.612,4.223,125100.0,6956.0,10.75,0.9043,61.15,UNK
0.754465,1.096,174.9,36.21,0.002216,0.3148,1.194,PC
1.71785,1.041,61.74,16.66,0.0008344,0.9001,1.509,PC
0.795136,3.584,39.2,11.35,0.0686,0.01833,1.554,AFP
2.08322,1.367,58.09,12.64,0.3633,0.2916,0.7624,UNK
1.04156,1.125,7.144,2.098,1.7519999999999998e-24,0.9406,0.329,AFP
1.04158,1.287,30.46,9.388,0.05471,0.1,0.5478,AFP
0.805491,1.775,122.0,13.21,0.001487,0.359,3.254,AFP
0.805496,1.477,90.88,8.751,4.172e-23,0.7,2.944,AFP
0.546898,0.6017,2.111e-05,9.177e-06,1.78e-05,0.988,0.001912,UNK
0.837949,2.082,585.3,21.57,0.0,0.9707,5.217,AFP
0.552765,3.843,96.24,22.95,1.668,0.414,1.503,AFP
0.541418,1.38,679.0,28.52,1.045e-06,0.7099,4.18,AFP
2.50342,1.109,1127.0,50.73,0.04544,0.3037,2.806,AFP
2.10621,6.272,7.484,5.367,0.07281,0.8774,0.8388,AFP
2.10599,7.5,54.63,-1.0,0.0,0.1,2.036,AFP
2.10606,5.712,16.5,9.199,0.274,0.9382,1.3,AFP
2.12626,6.869,34.83,5.758,0.5499,0.01789,1.851,NTP
4.7151,2.629,403.4,19.34,0.009115,0.8896,1.778,PC
393.486,14.75,559.9,3.807,0.01532,0.01891,1.412,UNK
0.626689,2.065,28.08,10.09,0.0001788,0.6978,2.405,AFP
13.4728,8.853,137.2,3.06,0.06334,0.8253,0.6153,NTP
35.6222,5.263,738.3,17.16,0.9348,0.9008,2.811,PC
3.69125,5.824,68.98,8.175,0.3503,0.8969,1.117,NTP
11.1793,3.218,90.5,12.63,1.018,0.07054,0.9829,PC
2.12268,7.4,50.16,14.62,0.02124,0.7,1.574,AFP
2.12267,7.973,52.87,17.25,0.001154,0.3,1.539,AFP
0.568494,0.66,320.6,15.57,8.07e-18,0.7,3.788,AFP
0.568494,1.132,179.9,13.2,3.365e-08,0.4563,2.703,AFP
161.254,24.18,3305.0,46.21,0.001154,0.8741,5.385,AFP
161.254,23.37,2216.0,68.0,32.74,0.8931,4.515,AFP
0.564292,1.444,181.3,10.0,2.956e-05,0.7011,1.689,UNK
0.917837,2.393,233.2,8.942,0.0,0.3262,1.813,UNK
70.7536,5.431,442.3,11.84,0.1828,0.6123,2.059,AFP
0.743161,2.346,21.43,6.865,0.9263,0.9007,1.526,AFP
0.743197,2.075,37.81,12.83,0.001302,0.6995,1.873,AFP
7.382,3.126,1430.0,91.53,0.5828,0.4948,3.52,PC
459.374,3.289,702.1,3.762,0.0,0.1844,2.568,NTP
6.48925,15.0,78.36,8.169,0.04635,0.1004,1.916,AFP
6.48896,14.87,82.15,8.495,0.01654,0.7012,2.095,AFP
5.74553,14.18,90.99,8.865,1.234,0.4546,0.793,UNK
19.8751,7.833,109.6,11.76,0.2798,0.8053,3.229,PC
6.54834,1.181,86.05,8.142,4.684,0.6975,2.779,UNK
0.795978,1.543,22.48,7.386,0.007917,0.6142,1.391,AFP
0.796051,3.0,307.4,-1.0,0.0,0.1,4.909,AFP
0.626317,1.477,40.54,9.34,0.000106,0.2849,0.962,AFP
0.626381,2.112,47.1,12.74,0.00189,0.1242,1.029,AFP
7.23404,2.168,472.4,36.49,1.337,0.6949,1.964,PC
3.77115,7.744,37.66,10.85,0.009888,0.7289,1.007,AFP
312.791,12.65,471.7,7.638,6.698,0.2313,1.698,UNK
0.607191,1.04,15800.0,781.2,0.0,0.7575,9.355,UNK
1.94487,3.341,91.93,10.44,0.0009406,0.5004,1.442,UNK
0.972382,1.581,43.52,6.116,0.0,0.07762,0.9698,UNK
6.38668,11.01,95.09,5.562,3.168,0.1591,1.432,NTP
3.58979,4.42,55.46,11.52,4.459,0.04472,1.018,UNK
1.39772,3.055,157.9,16.54,1.33,0.9021,1.659,AFP
1.83918,5.981,36.35,11.86,0.01638,0.6975,0.8136,NTP
0.995976,2.119,57.84,9.682,0.002513,0.7015,0.8772,AFP
2.53542,5.514,187.1,15.56,0.01237,0.2599,1.601,PC
12.1468,6.295,69.51,19.98,3.445,0.009076,1.623,PC
1.67476,5.665,82.53,14.87,0.01232,0.9075,2.818,NTP
383.973,10.02,82.14,3.925,0.01531,0.7556,81.99,NTP
29.6093,5.986,114.5,10.42,0.0379,0.9553,1.537,PC
0.766891,1.469,74.81,25.95,6.472e-24,0.7,1.647,AFP
0.766889,1.451,43.51,14.41,0.0,0.3,1.199,AFP
0.732407,2.5,114.3,-1.0,0.0,0.1,1.924,UNK
1.02431,3.388,26.49,9.584,0.3932,0.005305,0.7762,UNK
0.512135,1.719,30.58,13.17,0.02305,0.2663,0.8415,UNK
1.46233,5.632,26.32,8.133,0.03932,0.7717,0.6651,UNK
3.13502,11.45,28.08,8.421,0.00241,0.004774,0.6913,AFP
3.13526,7.878,33.87,11.42,3.474,0.2404,0.7636,AFP
1.25368,3.052,28.23,8.852,0.001102,0.1,0.6943,NTP
3.02167,2.774,166.3,29.31,0.05928,0.2381,1.284,PC
7.01607,3.69,195.0,15.07,1.054,0.6903,1.686,PC
1.17953,9.065,137.5,10.7,0.007553,0.09354,0.928,UNK
3.5733,7.38,68.73,8.573,0.3691,0.3988,0.9918,NTP
1.16008,3.073,60.57,10.89,1.219,0.1042,2.445,UNK
1.31995,2.302,50.51,8.321,0.08594,0.01451,2.232,UNK
1.76587,2.241,64.05,3.546,0.06612,0.7125,1.241,NTP
0.946892,1.875,46.41,11.13,3.646,0.6986,3.095,UNK
0.626728,2.029,42.17,14.84,4.983e-24,0.1,2.762,AFP
8.79647,4.196,121.8,9.917,1.165,0.5014,1.128,PC
7.03557,2.509,1833.0,87.35,1.12,0.3069,3.034,AFP
331.365,4.426,87.34,4.379,4.24,0.8381,145.3,UNK
2.9729,7.41,24.44,8.397,1.715,0.8992,1.765,NTP
6.25006,13.87,41.83,12.11,8.369e-05,0.8668,2.056,AFP
0.5685,0.6816,366.4,18.85,4.248e-05,0.4961,3.919,AFP
0.979256,3.562,75.39,11.35,2.322,0.3,0.7682,UNK
1.1713,3.035,104.9,9.149,1.861e-05,0.08507,2.324,AFP
1.17136,3.148,215.6,17.29,0.04504,0.4188,3.385,AFP
2.30101,4.102,199.0,9.072,9.624e-09,0.9847,2.763,UNK
0.515891,1.465,200.3,11.85,5.147e-18,0.1,2.081,UNK
0.842299,2.385,119.5,6.845,0.00145,0.1175,0.7587,UNK
0.842307,1.224,37.92,10.36,4.602e-05,0.1,0.6126,AFP
12.5609,3.752,923.8,48.59,0.011,0.00163,2.733,PC
30.826,5.767,749.3,26.54,0.0002299,0.9425,3.17,PC
3.42802,2.38,193.8,17.45,1.12,0.0001928,1.253,PC
0.688495,2.251,39.35,4.491,0.01311,0.909,1.153,AFP
0.688459,2.637,104.6,12.84,3.411e-05,0.2322,1.642,AFP
9.28636,3.54,45750.0,1605.0,0.4217,0.4314,17.89,AFP
4.64318,2.807,1145.0,43.46,0.0,0.682,2.955,UNK
1.32809,5.709,91.56,5.498,0.0,0.8288,1.943,AFP
1.33968,1.763,27.63,36.87,8.03,0.9045,1.311,AFP
1.87883,3.372,26.68,13.13,0.6818,0.301,1.756,AFP
28.6223,39.46,147.0,19.69,0.0001372,0.9884,1.488,PC
3.77138,8.736,31.29,10.24,0.04529,0.5939,0.8915,AFP
420.24,2.492,288.8,15.32,2.857,0.8744,326.2,NTP
0.5937,2.051,23.08,13.58,1.8899999999999997e-23,0.3,2.082,UNK
0.566897,1.373,23.11,3.905,1.9280000000000002e-31,0.5,0.9117,AFP
0.566935,1.668,67.31,11.86,0.0006336,0.6999,1.6,AFP
1.17436,3.483,21.43,7.336,0.2773,0.7013,1.065,AFP
0.919665,3.109,33.48,10.64,5.693e-11,0.9033,0.856,UNK
33.3723,3.377,603.4,8.898,0.002406,0.03841,1.92,PC
0.644152,1.515,47.09,14.07,1.065e-24,0.3,1.228,UNK
1.37363,5.367,58.5,9.19,0.0005563,0.8635,1.522,AFP
0.837342,2.372,90.56,9.05,0.1219,0.3,2.562,NTP
7.91937,3.344,15500.0,383.8,5.584,0.7473,10.56,AFP
7.91917,2.911,450.3,11.94,0.3892,0.5038,1.692,AFP
1.28816,2.866,653.9,45.75,0.1145,0.7057,1.748,AFP
1.28806,3.147,70.83,21.69,1.067,0.235,0.6735,AFP
6.80256,2.668,210.8,13.85,6.36,0.9011,1.403,AFP
26.9492,10.37,19690.0,583.9,124.0,0.2446,7.163,AFP
30.9966,2.906,662.6,55.07,0.0178,0.8316,2.504,PC
3.05517,1.618,8921.0,551.5,2.86,0.9225,12.07,AFP
3.05517,1.111,284.6,18.66,0.0004041,0.4958,1.728,AFP
1.15287,1.57,40.19,10.5,0.03021,0.8994,3.874,UNK
687.221,8.192,960.3,8.148,24.95,0.224,3.006,UNK
6.98473,2.551,85.3,11.53,0.006568,0.7145,1.225,PC
0.671538,4.278,0.6691,0.617,0.0,0.3977,0.1274,NTP
43.9311,12.92,9324.0,671.3,0.00189,0.8599,73.34,AFP
1.05911,1.397,33.03,7.893,3.269e-05,0.3055,0.8246,UNK
78.6044,4.676,79360.0,2367.0,1.497,0.8946,39.37,AFP
3.1496,7.766,19.31,10.4,0.2958,0.6622,0.8836,NTP
0.550514,1.075,105.3,20.91,0.001978,0.9066,5.851,UNK
0.645249,2.028,50.71,3.95,1.15e-05,0.07926,1.039,UNK
52.6083,8.888,193.3,12.78,0.425,0.6404,1.122,PC
20.7059,8.851,109.6,10.95,0.1529,0.8672,1.11,PC
1.1948,1.36,187.1,40.72,0.4785,0.6922,1.426,AFP
7.03536,2.496,1090.0,55.47,0.1343,0.5,2.392,AFP
1.18494,2.898,150.1,12.14,6.333e-17,0.7021,1.893,UNK
32.4561,7.46,139800.0,1259.0,86.95,0.8452,27.86,AFP
32.466,10.5,54450.0,-1.0,0.0,0.1,12.57,AFP
1.52011,2.312,32.14,8.537,0.2168,0.3057,0.7797,NTP
6.24905,13.36,48.73,13.18,1.685,0.3116,2.006,AFP
3.12503,12.21,31.17,12.65,0.3235,0.09684,1.592,NTP
5.91037,3.894,17460.0,775.6,0.02376,0.002957,12.69,AFP
2.95529,3.672,199.5,10.2,0.0,0.5027,1.395,AFP
12.4245,16.5,157.2,9.566,0.005199,0.06825,0.8506,AFP
10.4157,2.759,858.7,68.14,1.184,0.6856,3.074,PC
13.0843,3.086,698.5,51.66,0.01031,0.6955,2.781,PC
0.784331,1.538,192.3,9.254,0.04471,0.2992,3.751,UNK
0.842339,1.159,43.86,12.21,7.73e-09,0.5982,0.6922,AFP
4.6986,15.01,35.77,5.756,0.03797,0.2375,0.7842,NTP
27.3644,3.504,2237.0,37.1,0.7318,0.9947,9.446,AFP
1.1116,2.623,26.45,9.569,0.2931,0.3028,0.7867,NTP
2.94243,1.516,264.3,13.68,1.356,0.2823,1.324,PC
6.27644,1.946,175.6,9.506,0.04401,0.8731,0.7955,UNK
0.916158,1.477,9.035,7.329,0.0371,0.3153,0.5862,UNK
1.32821,3.759,209.5,12.52,0.1394,0.2339,2.67,AFP
1.14438,3.329,37.6,11.65,0.08223,0.6684,0.8311,UNK
0.877369,2.838,35.27,10.45,0.00127,0.03317,0.764,UNK
0.561279,1.4,28.48,13.61,0.03924,0.1001,0.7443,NTP
8.66531,2.17,1747.0,177.9,0.73,0.01503,9.982,AFP
8.66526,3.089,1328.0,132.1,0.3751,0.9859,14.27,AFP
0.508122,1.678,21.29,10.08,0.1018,0.4751,0.8592,AFP
2.64903,2.446,53410.0,3608.0,2.549,0.9057,32.5,AFP
2.64902,2.306,16010.0,1019.0,0.1465,0.9,15.87,AFP
2.44357,1.867,62.96,11.78,0.01201,0.0002755,0.6845,PC
1.06431,1.686,9.965,7.813,2.782e-05,0.06252,0.5031,UNK
1.17439,3.146,31.0,10.72,0.002332,0.2901,1.221,AFP
0.639204,2.006,68.96,10.61,0.01604,0.2945,6.85,UNK
2.11908,4.765,87320.0,804.5,0.0,0.9317,63.62,AFP
2.11906,3.741,175.7,42.15,0.5242,0.5195,1.514,AFP
1.37348,1.984,104.0,13.44,0.01343,1.0,3.548,AFP
24.8121,3.904,2197.0,97.07,4.585,0.8908,5.049,PC
7.13699,2.527,176.6,15.23,1.965,0.5,1.26,PC
0.6963,2.311,87.45,13.81,0.06216,0.5062,0.8334,AFP
0.696274,2.156,85.78,13.87,0.004034,0.3124,0.809,AFP
1.03936,0.6877,154.5,38.25,0.01916,0.1033,1.857,UNK
1.95859,2.161,480.7,23.61,0.5063,0.6365,1.875,AFP
26.9492,20.06,4239.0,167.4,13.25,0.7065,3.563,AFP
2.95493,8.488,83.07,6.849,6.579e-07,0.9,2.288,AFP
2.95474,5.014,86.18,8.158,1.7939999999999998e-22,0.7,2.149,AFP
0.707784,2.166,21.63,4.406,0.0,0.1,0.3915,AFP
0.707814,2.849,42.72,10.05,9.05e-06,0.5,0.5702,AFP
0.935601,0.8627,29.03,8.979,3.892e-05,0.8976,0.5069,AFP
14.5417,8.386,896.8,46.32,3.022,0.9583,24.56,AFP
14.5418,4.5,358300.0,-1.0,0.0,0.1,62.64,AFP
14.5418,8.982,140000.0,1370.0,49.3,0.4941,44.61,AFP
1.18762,3.966,24.09,5.87,1.061e-12,0.87,0.5264,UNK
0.675135,2.007,101.7,8.016,7.733e-07,0.09863,1.815,AFP
0.675152,2.0,84.97,-1.0,0.0,0.1,1.659,AFP
0.506374,1.628,151.6,14.18,3.638e-17,0.1,1.04,UNK
0.52805,1.473,211.6,14.56,4.364e-05,0.09892,4.206,NTP
1.97144,3.888,310.5,7.045,1.305,0.9814,6.684,AFP
1.43326,3.596,5876.0,471.8,5.642,0.9999,14.83,AFP
1.43328,1.5,1378.0,-1.0,0.0,0.1,3.981,AFP
0.647428,1.738,78.56,12.43,0.1738,0.9,1.343,UNK
2.54356,5.965,137.4,11.34,0.01855,0.9005,1.775,UNK
463.906,7.951,3560.0,4.995,1.941,1.0,7.78,NTP
49.4748,10.38,294.1,13.31,1.348,0.03261,1.567,PC
4.5924,4.939,88040.0,14030.0,0.02552,0.2781,52.46,AFP
2.2962,4.44,2871.0,550.7,0.0,0.8657,10.52,UNK
281.592,5.677,9723.0,83.9,0.464,0.6727,7.508,PC
5.21988,4.561,2836.0,112.2,0.0006703,1.0,5.542,AFP
5.22003,4.789,3492.0,76.62,0.03203,1.0,6.1,AFP
5.21997,2.0,287.8,-1.0,0.0,0.1,0.9181,AFP
0.835882,3.293,24.62,9.222,0.8652,0.04057,1.028,AFP
2.53475,4.181,449.0,44.74,0.4498,0.9057,2.035,PC
103.722,5.983,328.9,9.035,0.4317,0.7127,1.635,PC
1.13481,3.501,66.26,14.05,4.031,0.5,2.533,AFP
1.13481,2.153,88.49,14.21,0.0,0.9795,4.075,AFP
0.995074,3.347,66.1,12.79,0.08136,0.4621,0.09084,UNK
6.67166,2.872,152.3,10.13,0.8297,0.3313,1.273,PC
1.01543,2.549,11.13,8.62,0.003726,0.7,0.9081,NTP
29.1191,3.432,392.7,9.12,5.779,0.4146,1.575,AFP
7.78202,3.873,104.3,22.27,0.653,0.6913,1.243,PC
23.4431,5.536,86.73,12.18,0.00958,0.3042,1.064,PC
30.2291,6.504,436.1,58.95,1.206,0.4956,3.26,PC
18.7825,5.324,73.87,8.449,3.664,0.6283,0.8474,PC
