tce_period,tce_duration,tce_depth,tce_model_snr,tce_bin_oedp_stat,tce_impact,tce_prad,av_training_set
514.706,14.48,135.0,3.91,1.394e-05,0.04476,160.2,NTP
402.757,12.12,98.43,3.408,2.321,0.1591,137.7,NTP
0.552118,1.941,29.82,10.3,2.893e-05,0.1,0.494,UNK
7.53881,3.127,420.2,13.02,0.02836,0.4666,1.392,AFP
1.12171,1.133,75.53,17.17,0.2009,0.6954,2.4,PC
2.49101,6.283,50.75,9.531,0.1837,0.6177,0.6995,AFP
2.49098,5.684,55.57,10.33,0.09237,0.571,0.7258,AFP
4.02062,4.068,966.7,58.04,2.516,0.9526,4.039,AFP
443.098,12.38,921.3,3.963,0.005281,0.5172,3.234,UNK
1.75928,3.014,31680.0,5516.0,0.0,1.0,43.4,UNK
1.75929,2.123,197.5,19.07,0.005702,0.06816,1.374,AFP
0.745147,2.85,17.87,7.239,0.001435,0.01467,0.8715,AFP
0.74523,1.918,20.78,9.74,0.1993,0.9168,1.107,AFP
0.692946,2.161,101.3,12.67,0.00441,0.5037,3.085,AFP
0.692948,1.92,106.1,14.24,0.04205,0.5035,3.158,AFP
0.581557,2.0,413.7,-1.0,0.0,0.1,6.085,NTP
2.89743,3.49,288800.0,946.9,6.568,0.3148,54.99,AFP
1.44872,2.5,28320.0,-1.0,0.0,0.1,16.71,UNK
0.854494,4.163,156.9,10.83,0.2793,0.004632,1.047,NTP
0.647841,1.478,0.0007064,0.000177,8.865e-07,0.6713,0.004797,UNK
215.954,8.154,379.4,17.65,1.456,0.661,2.776,PC
1.24005,2.458,22.26,8.634,1.197,0.8933,1.039,NTP
12.8299,3.276,1484.0,66.4,3.126,0.8768,3.764,AFP
0.555289,2.097,75.39,12.43,1.046e-10,0.7005,1.975,AFP
0.555302,2.427,74.47,11.9,0.0001334,0.3,1.871,AFP
0.981408,0.6267,108.6,13.32,0.06564,0.7006,1.026,AFP
10.3034,3.5,557200.0,-1.0,0.0,0.1,49.11,AFP
10.3033,2.5,335900.0,-1.0,0.0,0.1,49.11,AFP
30.9102,15.0,31660.0,-1.0,0.0,0.1,15.82,AFP
30.9102,15.0,28680.0,-1.0,0.0,0.1,15.06,AFP
30.9102,15.0,28150.0,-1.0,0.0,0.1,14.92,AFP
0.772426,1.875,11.32,9.324,0.001387,0.7005,0.6233,UNK
1.34076,2.331,17.96,8.818,0.234,0.06388,0.9158,UNK
6.49645,18.47,97.43,11.65,0.05884,0.1409,0.9783,AFP
0.957075,2.752,8614.0,749.2,0.0003064,0.9283,13.73,AFP
1.91408,3.712,160.5,11.01,0.0,0.9811,1.94,UNK
0.957079,3.211,55970.0,8809.0,0.0,0.9002,48.48,UNK
0.874408,2.428,109.3,10.39,0.02473,0.9018,2.296,UNK
0.970211,2.777,84.54,9.48,0.004649,0.5,1.819,NTP
10.0647,3.913,5351.0,333.6,1.11,1.0,9.679,AFP
10.0649,2.613,358.0,18.73,1.498,0.4993,1.578,AFP
3.12041,10.92,41.04,11.5,0.9904,0.03038,0.5426,AFP
3.12,10.14,44.02,13.06,0.199,0.1208,0.5627,AFP
2.18589,2.486,51.24,15.78,1.283,0.3531,1.124,AFP
2.18585,2.347,35.73,11.09,0.0002546,0.106,0.9285,AFP
1.09297,2.993,21.11,9.816,0.08273,0.6999,0.7566,UNK
13.5708,3.197,523.9,81.21,0.3181,0.3299,2.329,PC
43.8443,6.744,616.8,67.39,0.1655,0.8326,2.834,PC
23.9802,4.637,101.7,13.61,0.5375,0.5589,1.055,PC
6.1649,3.158,60.03,13.54,2.642,0.08033,0.7792,PC
27.5338,3.968,48130.0,5391.0,5.433,0.9268,52.01,AFP
27.5338,3.214,672.8,75.48,0.5638,0.9864,6.747,AFP
0.622499,1.804,32200.0,13.52,0.446,0.4518,18.33,UNK
198.284,15.86,17060.0,56.8,0.4888,0.9993,12.14,AFP
4.62604,0.7142,321.5,19.06,0.2311,0.5381,1.505,PC
1.00018,1.963,47.13,5.811,9.871e-05,0.9184,2.739,AFP
1.00026,2.208,77.34,9.213,0.06202,0.7,3.198,AFP
0.943184,1.435,97.76,12.66,0.006092,0.5019,1.194,UNK
0.543096,1.429,0.7004,0.07269,0.0,0.9183,0.2496,UNK
1.08881,2.678,223.5,10.05,0.0,0.6644,3.864,UNK
3.53016,4.105,72220.0,5021.0,9.493,0.0003459,36.23,AFP
3.53016,3.817,1936.0,184.9,0.01106,0.8186,6.605,AFP
8.61315,3.616,158.3,9.85,0.05628,0.9,2.439,AFP
8.61338,3.235,154.6,9.249,0.0057,0.1012,2.1,AFP
473.05,15.02,510.6,3.399,6.514,0.4726,1.898,NTP
0.662449,1.244,42.23,16.36,6.81e-24,0.1443,0.9559,AFP
10.6403,5.561,437.7,50.6,0.02262,0.8713,2.97,PC
4.93885,4.411,116.2,18.27,1.808,0.2678,1.337,PC
2.62387,4.521,233100.0,5151.0,5.636,0.4863,74.33,AFP
2.62385,3.5,8767.0,-1.0,0.0,0.1,13.8,AFP
8.7042,2.975,1115.0,69.3,0.07146,0.6944,3.982,PC
2.46699,1.67,310.8,28.22,0.05355,3.862e-05,1.933,PC
35.5162,2.492,10950.0,800.9,1.692,0.9913,23.41,AFP
35.5162,1.349,363.2,29.79,0.176,0.6476,2.576,AFP
0.986146,2.009,20.32,9.88,0.004904,0.9006,0.9141,AFP
0.986134,2.172,18.8,9.928,0.203,0.8943,0.8748,AFP
1.09206,1.5,402500.0,-1.0,0.0,0.1,31.43,AFP
1.09205,1.177,91.77,16.06,0.05093,0.7003,0.8822,AFP
1.09204,2.417,71.84,6.458,0.1695,0.2801,0.6094,AFP
2.41192,1.34,65.36,9.413,2.256,0.4127,0.7197,UNK
0.995074,4.214,22.19,8.571,0.000311,0.06106,0.7125,NTP
148.46,5.368,1512.0,29.12,4.238,0.5412,3.029,PC
7.12761,2.611,222.6,15.22,3.586,0.06756,1.117,PC
0.526427,1.468,282.3,15.62,2.269e-05,0.7089,5.31,NTP
0.68846,1.795,527.0,25.75,2.409e-11,0.9682,8.614,UNK
0.528155,2.839,0.001686,0.0006645,3.817e-08,0.4946,0.01025,UNK
0.500064,1.599,71.54,13.93,0.007499,0.3103,2.083,UNK
0.779854,2.656,7.134,5.405,0.0001528,0.8776,0.4214,UNK
0.815517,3.926,34.11,11.94,0.01186,0.6283,0.8937,NTP
6.20892,2.11,1598.0,8.115,1.43,0.08876,8.382,UNK
10.3037,15.0,13070.0,-1.0,0.0,0.1,10.16,AFP
1.54752,3.454,34.22,9.503,1.152,0.1006,0.9508,AFP
0.773726,0.9049,33.21,11.05,2.457e-08,0.9961,1.476,UNK
1.54753,4.568,28.5,10.45,4.169e-05,0.005467,0.8667,AFP
6.49819,17.36,78.33,11.0,0.1593,0.721,0.951,AFP
15.0336,3.334,374.0,18.81,0.01281,0.6829,2.09,PC
0.601638,2.067,26.25,9.075,0.009955,0.1117,1.242,UNK
0.666456,5.113,23.48,6.776,0.7268,0.009413,1.172,UNK
0.731017,2.386,62.33,7.045,0.05307,0.5375,1.569,AFP
0.731079,3.034,96.96,11.41,0.5487,0.01447,1.901,AFP
0.833461,1.377,0.0209,0.002961,4.781e-06,0.554,0.02173,UNK
3.57878,2.939,11460.0,1776.0,0.4532,0.356,10.62,PC
0.517214,1.323,56.14,12.94,2.143e-08,0.9,1.904,AFP
0.51722,1.353,62.8,13.67,4.707e-25,0.7049,1.872,AFP
0.517214,1.349,70.84,15.83,0.0001897,0.3,1.896,AFP
580.151,3.38,260.4,7.637,13.16,0.3307,61.99,UNK
459.316,4.3,379.4,4.398,0.0,0.9998,174.0,NTP
420.572,10.68,51.73,0.779,0.0,0.4951,28.49,UNK
0.664859,2.172,5.69,1.937,6.86e-08,0.9009,0.4784,UNK
1.4608,3.508,68.69,11.31,0.8763,0.1,1.446,AFP
20.8816,5.619,1437.0,11.05,0.04489,0.2548,3.778,AFP
0.673098,1.879,178.5,13.95,0.01694,0.4932,2.605,UNK
1.30581,2.0,306.3,14.13,1.276e-08,0.9,3.817,AFP
1.30582,2.0,306.9,-1.0,0.0,0.1,3.337,AFP
0.990479,5.398,55.4,11.71,0.03376,0.08024,0.4336,UNK
0.683677,0.7207,128.1,19.17,0.0004024,0.9,1.06,AFP
0.683683,0.6303,147.7,21.35,0.07416,0.8467,1.094,AFP
459.333,0.5992,4147.0,1.388,0.0,0.9473,7.824,NTP
1.78124,4.021,131.6,9.8,0.01186,0.2959,3.969,UNK
0.869867,4.233,89.31,19.85,3.073e-08,0.6328,1.512,AFP
0.869867,3.031,52.69,10.65,0.001701,0.6889,1.176,AFP
0.551954,2.0,659.6,-1.0,0.0,0.1,4.109,UNK
3.76786,7.269,25.88,11.02,0.02918,0.142,0.7196,AFP
3.76834,9.659,16.29,9.04,1.177,0.3392,0.5763,AFP
0.501186,1.595,181.5,18.85,0.0007713,0.6976,3.259,AFP
0.662441,1.246,40.08,15.72,0.0003622,0.3151,0.9386,AFP
3.1728,5.094,273.2,24.98,1.314,0.8979,1.502,AFP
17.9463,8.213,114100.0,2902.0,10.18,0.8952,84.9,AFP
5.80312,4.925,61060.0,1577.0,19.77,0.002809,19.55,AFP
8.25682,14.81,67.05,13.16,0.2646,0.6741,1.155,AFP
8.25602,14.95,45.55,9.3,0.1259,0.4736,0.9209,AFP
2.75261,8.909,30.74,9.166,0.01592,0.09687,0.739,UNK
3.18498,5.682,0.004165,0.0007379,0.0008451,0.9694,0.01307,NTP
2.02551,8.371,16.57,8.834,13.4,0.7824,0.5847,AFP
2.02553,4.881,18.14,10.55,1.405,0.5023,0.5768,AFP
280.16,2.728,13200.0,54.12,10.87,0.9409,13.39,AFP
1.14079,1.555,2314.0,8.99,0.0004272,0.6881,4.175,AFP
1.14029,1.5,1778.0,7.086,1.8880000000000002e-25,0.1,3.38,AFP
1.19915,3.515,2185.0,10.4,1.038e-08,0.9815,6.29,UNK
89.6979,3.5,279200.0,-1.0,0.0,0.1,83.94,AFP
179.4,15.0,6868.0,-1.0,0.0,0.1,13.17,UNK
358.793,10.5,4272.0,-1.0,0.0,0.1,10.39,UNK
0.594131,2.193,7.418,9.196,0.005802,0.2502,0.8255,NTP
23.6274,11.3,13190.0,72.54,1.495,0.9867,17.0,AFP
1.0415,1.214,119.2,13.12,1.162,0.9063,4.143,AFP
1.04151,1.366,110.6,12.45,0.0002786,0.7044,3.654,AFP
271.602,9.903,652.1,7.998,30.51,0.1712,8.338,UNK
0.75388,2.5,131.8,-1.0,0.0,0.1,3.745,UNK
0.606014,2.042,36.08,10.47,0.02027,0.2732,0.8619,UNK
1.9082,5.402,27.83,9.641,3.049e-09,0.8994,1.21,AFP
1.90826,6.023,28.83,9.548,0.01937,0.8958,1.229,AFP
0.779907,2.675,27.27,9.334,8.187e-07,0.4492,0.6198,AFP
328.328,14.57,366.0,7.592,11.3,0.7152,1.37,UNK
0.587814,1.439,83.4,8.449,0.02986,0.4071,1.737,AFP
0.587784,2.492,97.92,9.147,1.492e-05,0.7049,1.955,AFP
0.587807,1.421,168.0,17.37,0.0,0.5,2.487,AFP
2.68277,4.541,393800.0,1127.0,0.0,0.4665,68.47,AFP
2.94198,9.54,27.63,9.935,7.255,0.4253,0.2837,AFP
2.94212,8.193,31.15,13.18,0.0001526,0.9109,0.348,AFP
0.550327,1.111,205.8,12.86,0.004295,0.7103,4.095,AFP
0.678128,2.202,5.44,1.328,3.213e-06,0.9031,0.3912,AFP
0.67813,3.425,95.66,15.17,6.682e-05,0.1235,1.421,AFP
2.3019,5.056,37.35,9.15,7.355e-08,0.2307,1.174,UNK
13.8353,3.804,766.0,13.23,0.02145,0.1865,2.923,AFP
7.08125,10.41,27.11,6.158,0.000289,0.2252,0.7312,UNK
1.41637,3.442,24.15,8.006,3.774,0.344,0.6953,AFP
1.41624,3.839,20.19,7.043,0.6544,0.4973,0.6453,AFP
2.63534,2.319,64.39,10.54,0.2351,0.4919,0.6373,PC
1.46079,4.5,80.38,14.86,0.001635,0.9,1.797,AFP
437.282,7.555,166.6,1.218,0.09567,0.6699,19.27,UNK
1.60837,4.625,187.1,11.35,0.709,0.8717,3.187,AFP
0.656477,2.355,16.35,7.502,0.02083,0.5,1.819,NTP
0.502743,1.463,192.7,12.36,0.0001286,0.7,5.733,AFP
0.502743,1.483,209.5,13.34,0.01788,0.5067,5.761,AFP
23.6214,7.426,55.44,10.3,3.919,0.0006092,0.7488,PC
14.0293,15.25,38.68,8.229,0.02878,0.6105,0.9608,UNK
0.538844,1.852,142.5,21.26,6.313e-07,0.9048,2.617,NTP
0.521733,1.973,220.1,15.11,0.0,0.0001809,2.8,UNK
1.13081,2.794,20.24,6.252,0.006367,0.1961,0.721,UNK
502.225,8.272,383.1,7.082,1.496,0.7002,1.535,UNK
0.721048,2.068,22.33,8.435,0.8493,0.5002,1.004,UNK
0.501181,1.518,254.4,26.6,0.3369,0.8985,4.209,AFP
53.5569,10.63,3887.0,43.23,0.001584,0.9798,35.39,UNK
0.540942,1.898,131.9,18.58,0.0007164,0.9,4.834,UNK
2.69478,8.662,163.7,7.828,0.0,0.1153,4.68,UNK
5.80313,4.357,1618.0,58.97,1.653,0.1012,3.175,AFP
5.79506,3.214,1785.0,122.0,0.7239,0.9486,4.474,AFP
5.795,2.794,126.5,10.07,5.013,0.8657,1.082,AFP
10.9278,2.282,92.36,8.205,0.01206,0.885,1.069,UNK
0.697893,2.534,20.39,7.903,0.7464,0.002382,1.064,UNK
5.96479,6.816,41.47,8.822,1.332e-05,0.9999,2.251,UNK
0.755103,1.921,48080.0,2619.0,65590.0,0.003319,26.75,UNK
4.42063,15.94,33.99,14.3,0.02443,0.4487,1.977,NTP
34.2685,4.837,672.1,29.72,0.164,0.7244,2.417,PC
7.15682,2.598,876.4,44.06,0.3921,0.5009,2.383,PC
17.6483,2.045,810.7,23.54,0.01999,0.0003854,2.203,PC
0.68068,0.8866,28.25,3.563,0.4761,0.9916,1.51,AFP
0.680181,1.953,84.86,10.93,0.006105,0.9005,2.215,AFP
0.811478,2.616,142.0,11.13,0.0001119,0.4831,2.571,UNK
0.800378,2.021,327.3,4.419,2.635e-10,0.8986,4.306,AFP
23.6274,11.82,7395.0,47.12,3.48,0.9966,13.45,AFP
23.6272,7.822,141.3,42.86,3.868,0.01776,3.46,AFP
23.6276,7.979,79.2,24.62,0.2797,0.01049,2.591,AFP
5.729,10.77,13.91,9.745,0.7511,0.5416,1.119,AFP
5.6869,7.862,50.58,12.91,0.01311,0.1508,1.819,UNK
0.663138,1.806,41.67,16.74,4.519e-07,0.7057,2.028,AFP
0.663138,1.896,42.79,15.21,0.0005218,0.166,1.936,AFP
0.779927,2.045,24.54,10.11,0.06587,0.9307,0.6882,AFP
0.779929,2.603,87.76,10.49,0.005461,0.6537,0.9138,AFP
0.779932,2.489,53.14,6.809,0.000951,0.006233,0.6654,AFP
2.68278,2.529,116.5,33.17,1.461,0.0005331,1.323,AFP
2.21401,3.0,374300.0,-1.0,0.0,0.1,76.58,UNK
20.7105,2.69,150.3,11.11,1.861,0.8604,1.274,PC
724.376,14.88,359.3,3.744,0.7593,0.48,1.65,UNK
0.550337,1.139,240.5,16.33,0.001436,0.3597,4.221,AFP
1.15749,3.5,193.9,-1.0,0.0,0.1,3.729,UNK
1.49307,7.489,35.38,10.44,0.07957,0.7229,1.121,UNK
0.897512,3.087,42.42,12.19,7.786e-05,0.4871,1.26,UNK
0.544392,0.8904,63.26,13.88,0.3407,0.9868,1.988,UNK
51.3933,3.161,1074.0,8.036,0.8238,0.7353,3.741,PC
1.70702,3.346,52.06,9.635,0.08659,0.5733,1.507,NTP
0.593118,1.397,48.77,8.523,0.2372,0.2553,1.421,UNK
4.02227,1.06,217.7,18.67,1.696,0.1211,1.2,PC
15.8737,3.549,407.3,35.42,0.02942,0.2824,1.492,PC
418.198,14.35,670.2,4.338,2.102,0.3671,2.412,NTP
2.26375,7.329,46.4,7.816,2.082,0.03934,1.155,AFP
0.772269,2.392,179.5,10.89,0.7554,0.5108,2.844,NTP
1.60839,4.851,213.5,11.05,0.01504,0.02215,3.019,AFP
1.60842,6.0,143.8,-1.0,0.0,0.1,2.479,AFP
24.3346,6.633,311.8,14.9,0.2757,0.3323,1.724,PC
1.01892,3.5,95930.0,-1.0,0.0,0.1,52.22,NTP
8.58517,2.85,1894.0,10.78,0.2241,0.3378,3.564,AFP
0.916692,4.107,9.175,8.182,8.881e-05,0.6706,1.054,NTP
19.1811,2.401,901.7,17.21,1.059,0.681,1.875,PC
1.33805,1.885,17.57,12.15,0.1011,0.5052,0.5843,PC
1.44127,2.824,75.15,17.56,0.03007,0.3167,1.874,AFP
1.44129,1.912,37.18,8.697,0.8564,0.8908,1.461,AFP
381.985,15.77,936.2,7.388,3.548,0.5381,1.65,NTP
12.4944,16.66,64.25,13.48,0.001892,0.002249,2.205,UNK
1.22732,3.136,25.26,17.1,0.008078,0.7011,1.805,AFP
0.61365,1.846,18.41,13.02,0.03214,0.3058,1.467,UNK
1.2273,2.176,30.54,12.35,0.0002965,0.02336,1.872,AFP
22.5985,4.611,75.5,13.1,0.009313,0.156,1.345,UNK
174.511,6.747,1574.0,12.02,1.65,0.5423,1.866,PC
0.785785,1.495,4.892,7.628,8.597e-06,0.09863,0.8541,UNK
0.619173,1.647,93.03,12.31,0.3183,0.5209,3.378,UNK
1.6111,2.853,150.4,12.65,0.5679,0.9867,5.653,AFP
0.709045,1.055,506.8,79.62,1.884,0.6002,1.637,UNK
719.483,8.073,368.5,4.524,0.8256,0.7797,1.67,NTP
0.745698,3.353,21.54,16.47,0.2136,0.65,0.8475,AFP
3.67166,4.249,142400.0,14620.0,52.22,0.9003,108.2,AFP
3.67166,4.358,41840.0,4621.0,0.0,0.9998,67.47,AFP
4.02743,1.33,94.11,11.7,0.9227,0.5153,1.048,PC
1.12595,3.378,145.9,10.98,0.1408,0.5019,4.053,UNK
4.14806,2.613,199.7,13.56,0.1114,0.1548,1.096,PC
13.8085,3.712,202.4,8.753,0.006854,0.1667,1.074,UNK
4.25893,4.11,25.39,9.108,0.2824,0.8792,0.9175,UNK
1.85376,1.588,677.6,30.55,0.08222,0.5008,0.3088,AFP
0.800318,2.764,532.2,9.189,1.758,0.8935,5.464,AFP
0.992591,2.968,16.42,8.53,0.03018,0.154,0.5401,NTP
574.366,3.448,581.3,3.848,0.00298,0.001896,38.5,UNK
5.72893,11.18,11.64,8.833,7.647,0.7018,1.053,AFP
0.636005,1.243,250.9,6.482,0.002137,0.9816,3.526,UNK
0.513799,1.653,373.7,11.76,1.16e-18,0.7015,3.477,AFP
0.513798,1.5,590.0,-1.0,0.0,0.1,4.13,AFP
1.74393,6.004,58.89,8.647,0.732,0.7,2.403,AFP
1.74384,3.24,77.81,10.74,0.3308,0.7299,2.786,AFP
0.63235,1.827,50.01,15.04,1.717e-08,0.1273,1.777,AFP
0.632364,1.823,51.87,14.54,0.00325,0.7003,1.913,AFP
0.779954,2.326,20.71,8.915,0.05013,0.454,0.758,AFP
0.779943,2.562,19.59,8.918,0.0003573,0.007511,1.197,AFP
0.779974,2.184,15.3,8.434,0.006941,0.8562,1.244,AFP
0.779938,1.823,85.86,6.727,0.4641,0.486,0.9532,AFP
1.13596,3.027,26360.0,1149.0,0.0,0.9487,23.27,AFP
2.44197,2.572,233.6,24.16,1.196,0.2128,1.212,AFP
2.44199,3.862,96070.0,13830.0,1233.0,0.8981,92.21,UNK
2.442,3.399,127.5,9.809,0.2619,0.0001713,0.9512,AFP
11.4458,17.48,73.84,16.18,2.417,0.03188,0.6937,AFP
11.4451,20.67,48.75,9.826,1.561,0.5026,0.5901,AFP
2.24402,2.896,32.64,8.292,0.2862,0.4981,1.452,UNK
0.556028,2.047,49.17,7.994,0.3165,0.4768,1.448,UNK
1.91177,5.434,26.6,7.257,0.9178,0.326,1.284,AFP
1.91161,5.566,27.07,8.247,0.01573,0.08328,1.282,AFP
0.699377,2.436,40.08,9.65,0.00054,0.6998,0.7392,AFP
2.26374,7.671,73.51,11.19,0.0002641,0.6921,1.538,AFP
0.807057,1.949,164.6,10.45,2.873e-05,0.5025,3.489,AFP
0.807079,1.5,117.6,6.936,1.555e-07,0.1,2.883,AFP
8.32649,5.294,266.6,25.49,1.596,0.537,1.686,PC
6.75199,14.69,21.67,7.42,0.001491,0.1146,0.3514,NTP
2.89208,3.563,45750.0,1971.0,414600.0,0.7051,21.36,UNK
21.5717,16.7,119.7,17.61,0.004536,0.6346,1.876,UNK
0.657857,2.076,136.9,9.687,0.0264,0.8983,4.715,UNK
0.852006,2.759,54.67,8.037,0.0007605,0.7186,1.464,AFP
0.852066,3.041,150.0,14.62,0.0009128,0.5,2.333,AFP
0.852048,2.5,527.9,-1.0,0.0,0.1,4.27,AFP
20.3597,1.939,335.1,23.3,0.1757,0.4723,1.279,PC
1.19225,2.045,72.47,15.0,0.001314,0.9841,2.042,NTP
2.82761,4.789,109.6,12.5,0.4891,0.9855,2.534,AFP
2.82753,6.673,103.8,13.39,6.325e-12,0.9489,2.243,AFP
8.36137,3.11,90.59,6.955,0.05768,0.9022,0.8811,UNK
0.589053,1.981,62680.0,6398.0,0.0,0.9606,31.04,AFP
0.573078,2.208,85.71,29.38,2.2400000000000002e-22,0.7,1.777,AFP
0.57304,1.889,54.46,14.25,0.939,0.9108,1.54,AFP
1.61108,2.601,137.3,12.15,0.0,0.9944,6.505,AFP
6.35209,3.907,75860.0,2316.0,122.8,0.2255,18.86,AFP
3.17604,3.396,2570.0,107.8,0.0,0.02391,3.434,UNK
0.88729,1.672,235.7,9.059,8.154e-05,0.8946,3.917,AFP
0.745194,2.595,42.78,16.27,0.0004759,0.304,1.151,AFP
4.52845,6.821,51.72,11.95,0.362,0.9883,1.123,AFP
4.52943,9.953,51.27,13.88,0.0279,0.9601,1.019,AFP
0.694095,1.751,0.2615,0.04378,3.005e-08,0.2931,0.05414,AFP
0.594354,2.146,33.13,8.717,3.785e-08,0.3,1.503,AFP
0.59435,1.908,29.03,8.156,1.545e-23,0.1,1.397,AFP
0.541086,2.135,34.92,8.119,0.02245,0.4984,1.03,NTP
0.82058,3.095,55.37,11.11,2.348,0.7563,1.357,UNK
1.85369,1.683,217.7,10.42,0.1598,0.8977,0.2041,AFP
2.73948,3.429,32040.0,3750.0,154.0,0.9837,30.92,UNK
0.524246,1.169,125.5,14.92,0.007664,0.2733,1.13,UNK
4.98785,7.451,24.5,10.84,0.3354,0.6864,0.7018,NTP
2.49372,7.245,16.9,11.62,1.579,0.8137,0.6102,UNK
4.5528,11.62,25.42,8.376,0.3432,0.02863,0.5787,NTP
2.27667,7.096,12.86,6.805,11.2,0.6346,0.4317,NTP
6.0026,14.2,24.52,10.05,0.1975,0.5672,0.9837,AFP
6.00169,16.84,33.86,14.51,0.000179,0.2082,1.123,AFP
609.16,14.96,126.8,3.255,3.312,0.5127,1.979,UNK
0.632362,1.474,55.18,14.11,4.4399999999999995e-23,0.1247,1.869,AFP
2.65621,5.578,21.39,9.005,3.783,0.0002357,1.446,UNK
0.792403,1.861,6.749,5.655,9.577e-06,0.9464,0.9731,NTP
0.837887,1.806,444.3,18.81,0.001536,0.5011,1.691,AFP
2.59489,1.81,649.8,14.28,0.6744,0.8972,2.502,PC
423.897,14.41,227.6,4.045,0.5364,0.7139,2.145,NTP
0.880377,3.438,12.19,7.343,6.849e-05,0.3565,0.8275,UNK
0.97317,1.188,138.2,15.93,2.054e-17,0.1,1.215,AFP
164.948,40.22,34280.0,240.8,8.737,0.1217,12.02,UNK
164.933,26.62,28210.0,184.8,3.156,0.7635,12.32,UNK
0.897778,3.281,16.43,6.886,0.1012,0.1753,1.005,NTP
1.02621,3.383,47.86,13.98,0.008838,0.7029,1.823,UNK
6.04375,14.3,5.22,10.01,0.01442,0.9004,0.6258,UNK
6.71425,3.351,432.0,66.21,3.79,0.9636,3.41,AFP
0.699354,2.775,40.61,9.303,0.3523,0.2103,0.7025,AFP
0.717619,2.585,18.53,9.625,0.06127,0.4574,0.8941,UNK
4.67245,4.236,78.58,10.94,0.03848,0.9034,1.031,PC
0.807071,1.852,179.2,9.964,3.87e-08,0.0392,3.552,AFP
2.71773,3.011,78.39,9.556,4.308,0.07097,0.6012,UNK
7.73594,4.401,691.8,80.67,0.0005847,1.0,4.41,AFP
7.73591,4.574,592.2,69.6,0.2962,1.0,4.099,AFP
7.73588,3.5,318200.0,-1.0,0.0,0.1,32.87,AFP
1.25873,3.93,52.85,10.59,0.0107,0.8955,0.6259,AFP
2.51729,4.867,59.34,8.556,0.1698,0.3,0.7733,AFP
1.25882,6.301,169.0,9.763,1.92,0.0793,1.287,AFP
7.40381,15.0,52.63,10.28,3.498,0.1065,2.151,NTP
0.580732,2.268,148.1,16.09,0.7327,0.03726,3.658,AFP
0.580727,1.205,179.4,13.86,0.004849,0.9026,4.758,AFP
2.82769,10.9,102.8,14.28,0.4034,0.0004684,1.836,AFP
0.72777,4.096,3.623,2.799,0.0,0.5194,0.5587,NTP
18.9306,3.546,694.8,35.12,0.003569,0.8802,5.18,PC
0.5863,2.006,23.57,10.8,1.193e-06,0.5011,1.601,UNK
0.674282,1.935,91.06,16.62,0.001605,0.7061,1.835,UNK
4.28133,5.654,44.52,9.853,1.565,0.3054,0.9199,AFP
4.28108,7.242,43.57,10.73,0.7904,0.3723,0.9143,AFP
0.887372,3.221,522.4,7.437,6.633,0.3688,5.147,AFP
0.899139,3.502,191.5,17.8,0.003152,0.04484,3.255,AFP
1.34844,1.63,322.3,12.5,0.02878,0.3061,4.272,UNK
0.980595,1.237,300.5,11.98,0.241,0.5281,4.225,UNK
0.899131,2.0,520.2,-1.0,0.0,0.1,5.376,AFP
0.694071,2.835,55.17,11.53,0.0513,0.627,0.8156,AFP
66.6508,5.648,513.8,21.67,0.701,0.1748,1.471,PC
32.44,3.0,292600.0,-1.0,0.0,0.1,37.97,AFP
32.4403,5.331,23710.0,446.3,0.8729,0.9413,16.11,AFP
9.35897,3.312,1609.0,8.362,0.5049,0.07517,17.75,PC
0.673265,2.188,0.1506,0.08094,2.635e-08,0.9014,0.09584,AFP
0.673231,2.244,6.297,2.47,4.876e-06,0.04899,0.5425,AFP
11.7916,3.236,395.3,18.19,0.002613,0.863,1.957,PC
1.6468,1.226,289.3,33.19,0.2366,0.7041,0.9102,PC
10.1281,3.446,474.4,36.61,4.768,0.6998,2.346,PC
2.24049,1.456,461.9,34.7,1.232,0.6837,1.312,PC
6.82774,2.32,580.2,29.04,1.679,0.003698,1.344,PC
0.691953,2.303,204.9,12.08,0.001412,0.9001,3.061,AFP
0.691962,2.859,270.7,15.36,0.06891,0.0116,3.046,AFP
185.023,4.827,44120.0,961.7,0.1412,0.9148,30.63,AFP
5.83869,14.76,21.85,6.489,1.259,0.7142,0.9862,NTP
27.8798,6.907,187.3,14.53,3.29,0.6716,1.535,PC
3.55195,4.324,45.78,9.162,0.07781,0.3198,0.7249,AFP
1.77551,4.933,25.18,7.027,3.336,0.5503,0.5505,UNK
2.4999,4.051,150.7,8.442,0.3213,0.7365,1.919,UNK
2.2148,4.831,13.43,6.433,0.0,0.9345,0.7404,UNK
0.711476,2.38,8.827,1.723,0.1577,0.9,0.7682,UNK
0.97472,1.569,70.82,8.722,0.0004489,0.2815,1.92,NTP
4.33722,2.489,368.8,59.33,1.267,0.06618,1.648,PC
1.65389,1.649,134.0,30.37,0.1888,0.2375,1.002,PC
12.0732,4.117,95.36,8.83,0.625,0.8969,1.218,PC
0.677337,1.748,43.97,21.01,3.39e-07,0.6984,0.7354,PC
0.664542,2.325,16.09,12.73,7.173e-05,0.8932,0.5379,UNK
0.662587,1.512,213.0,18.86,0.0003272,0.8993,3.167,AFP
0.662583,2.0,152.0,12.9,3.387e-10,0.7,2.473,AFP
